id,isbn,title,isbn13,asin,kindle_asin,marketplace_id,country_code,publication_date,publisher,language_code,is_ebook,books_count,best_book_id,reviews_count,ratings_sum,ratings_count,text_reviews_count,original_publication_date,original_title,media_type,num_ratings_5,num_ratings_4,num_ratings_3,num_ratings_2,num_ratings_1,average_rating,num_pages,format,edition_information,ratings_count_global,text_reviews_count_global,authors,illustrator,contributor,editor,translator,narrator,to_read,read,currently_reading,genres
2299501,0754063631,Boils and Blisters (The Revolting Rabbles),9780754063636,,,,ES,2003/2/1,Chivers North America,,false,2,21090577,1,2,1,0,2002/5/17,,,0,0,0,1,0,2.00,,,,0,0,Susan Gates,,,,,,,0,,
2300001,0521474825,Selling The Sublime: The Catskills And The Cultural Construction Of Landscape Experience In The United States 17761876 (Cambridge Studies In American Visual Culture),9780521474825,,,,ES,2004/3/1,Cambridge University Press,,false,1,2300001,0,0,0,0,,Selling the Sublime: The Catskills and the Cultural Construction of Landscape Experience in the United States 17761876 (Cambridge Studies in American Visual Culture),,0,0,0,0,0,0.00,,Hardcover,,0,0,Kenneth Myers,,,,,,,0,,
2301501,0099292203,In the Grip of Winter,9780099292203,,,,ES,,,eng,false,10,2301501,643,1252,320,12,1981/1/1,In the Grip of Winter ,book,83,142,81,12,2,3.91,,,,282,9,Colin Dann,,,,,,203,11,2,"action,adventure,animals,childrens,christmas,fantasy,fiction,nature,novels,young-adult"
2302501,1417783540,"Marigold and the Feather of Hope, The Journey Begins (The Fairy Chronicles, Book 1)",9781417783540,,,,ES,2007/5/1,Turtleback Books,eng,false,10,643940,370,602,155,26,2004/5/1,"Marigold and the Feather of Hope, The Journey Begins (The Fairy Chronicles, Book 1)",book,61,38,36,17,3,3.88,119,Hardcover,,1,0,J.H. Sweet,Tara Larsen Chang,,,,,137,10,6,"canon,childrens,fantasy,fiction,juvenile,novels"
2303001,158826131X,State Legitimacy and Development in Africa,9781588261311,,,,ES,,,,false,2,2303001,30,31,8,2,2000/7/1,State Legitimacy and Development in Africa,,2,3,3,0,0,3.88,,,,8,1,Pierre Englebert,,,,,,18,0,1,non-fiction
2303501,0971152330,Talmud Jmmanuel,9780971152335,,,,ES,2007/7/1,Steelmark,,false,1,2303501,34,58,12,2,2007/6/30,Talmud Jmmanuel,,10,2,0,0,0,4.83,304,Paperback,,12,2,Billy Meier,,,,,,20,0,1,
2304001,1584776609,"A Manual of the Law of Maritime Warfare, Embodying the Decisions of Lord Stowell and Other English Judges, and of the American Courts, and the Opinions of the Most Eminent Jurists: With an Appendix of the Official Documents and Correspondence in Relati...",9781584776604,,,,ES,2009/1/1,Lawbook Exchange,,false,2,2304001,0,0,0,0,,,book,0,0,0,0,0,0.00,457,Hardcover,,0,0,William Hazlitt,,,,,,,0,,
2304501,0769206743,Adult Piano Library (Blue Book): Movie Music,9780769206745,,,,ES,1989/10/1,Alfred Music,,false,1,2304501,1,0,0,0,1989/10/1,"Adult Piano Library, Blue Book, Movie Music",,0,0,0,0,0,0.00,52,Paperback,,0,0,,,Dan Coates,,,,1,0,,
2305001,0793573998,Fast Track: Guitar - Book One: 1 (Fasttrack Series),9780793573998,,,,ES,,,,false,4,2305001,105,102,23,1,1997/2/1,FastTrack Guitar Method - Book 1 (Fasttrack Series),,14,6,2,1,0,4.43,,,,23,1,"Blake Neely,Jeff Schroedl",,,,,,55,2,4,"high-school,music"
2305501,086054396X,The North Syrian Late Epipaleolithic: The Earliest Occupation At Tell Abu Hureyra In The Context Of The Levantine Late Epipaleolithic,9780860543961,,,,ES,,,,false,1,2305501,2,0,0,0,,The north Syrian late Epipaleolithic: The earliest occupation at Tell Abu Hureyra in the context of the Levantine late Epipaleolithic (BAR international series),,0,0,0,0,0,0.00,,,,0,0,Deborah I. Olszewski,,,,,,1,0,,
2306501,159629213X,"A History of Westbury, Long Island",9781596292130,,,,ES,2007/9/3,History Press (SC),,false,2,2306501,7,19,4,0,2007/9/3,"A History of Westbury, Long Island",,3,1,0,0,0,4.75,158,Paperback,,4,0,Richard Panchyk,,,,,,3,0,,
2307001,1845974522,Restoration Home,9781845974527,,,,ES,2007/9/30,Ryland Peters & Small,,false,2,2307001,31,45,11,1,2007/9/1,Restoration Home,,4,4,3,0,0,4.09,159,Hardcover,,11,1,Mark Bailey,,,,,,14,1,,"non-fiction,reference"
2308001,0714525200,Cronopios and Famas,9780714525204,,,,ES,1994/1/1,Marion Boyars Publishers,,false,88,53423,18441,45924,10744,511,1962/1/1,Historias de cronopios y de famas,book,5232,3683,1461,281,87,4.27,162,Paperback,,10,3,Julio Cortázar,,,,,,5632,16,333,"classics,contemporary,fantasy,fiction,literature,magical-realism,novels,poetry,school,short-stories"
2308501,3829113110,Dracula,9783829113113,,,,ES,,,eng,false,3385,17245,1273169,3194289,801293,20773,1897/1/1,Dracula,book,289057,283268,172509,41946,14513,3.99,,Audio CD,,1,0,Bram Stoker,,,,,,367281,1036,34777,"adult,adult-fiction,adventure,british-literature,classic-literature,classics,dark,english-literature,fantasy,fiction,gothic,historical,historical-fiction,horror,literature,mystery,novels,paranormal,romance,school,science-fiction,supernatural,suspense,thriller,unfinished,vampires,victorian"
2309001,0713905743,The Complete English Poems,9780713905748,,,,ES,,,,false,1,2309001,1,0,0,0,,The complete English poems (Penguin English poets),book,0,0,0,0,0,0.00,,,,0,0,Andrew Marvell,,,Elizabeth Story Donno,,,,0,,
2309501,0394589211,Round the Clock: The Experience of the Allied Bomber Crews Who Flew by Day and by Night from England in the Second World War,9780394589213,,,,ES,1993/9/7,Random House Inc (T),,false,5,2309501,18,41,10,1,1993/1/1,Round the Clock: The Experience of the Allied Bomber Crews Who Flew By Day and Night from England in the Second World War,,3,5,2,0,0,4.10,234,Hardcover,,5,1,"Jack Currie,Philip Kaplan",,,,,,5,0,1,war
2310001,0595417027,Steve Patterson's Street Smarts for Success: A Step by Step Guide,9780595417025,,,,ES,2006/12/14,iUniverse,,false,1,2310001,1,0,0,0,2006/12/17,Steve Patterson's Street Smarts For Success: A Step By Step Guide,,0,0,0,0,0,0.00,76,Paperback,,0,0,Steve Patterson,,,,,,,0,,
2310501,0091913926,"Don't You Know Who I Am?: Insider Diaries of Fame, Power and Naked Ambition",9780091913922,,,,ES,2008/3/6,Ebury Press,,false,5,761442,442,832,240,19,2007/4/5,Don't You Know Who I Am?,,48,85,57,31,19,3.47,384,Paperback,,46,1,Piers Morgan,,,,,,90,3,6,"autobiography,biography,biography-memoir,contemporary,fiction,funny,humor,memoir,non-fiction,romance"
2311501,0753117185,The Dream of Scipio,9780753117187,,,,ES,2003/1/1,ISIS Audio Books,,false,38,16442,7227,13535,3632,363,2002/1/1,The Dream of Scipio,book,956,1276,968,315,117,3.73,,Audio CD,,2,0,Iain Pears,,,,,,2697,27,112,"adult,art,british-literature,contemporary,death,fiction,france,historical,historical-fiction,history,literary-fiction,literature,medieval,modern,mystery,mystery-thriller,novels,philosophy,thriller,war"
2312001,0195889258,Life in the Javanese Kraton,9780195889253,,,,ES,1990/1/1,Oxford University Press,eng,false,1,2312001,7,9,2,0,1990/1/1,Life in the Javanese Kraton (Images of Asia),book,1,1,0,0,0,4.50,96,Hardcover,,2,0,Aart van Beek,,,,,,3,1,,
2312501,0415013100,Moral Knowledge,9780415013109,,,,ES,1988/1/1,Routledge,,false,3,535526,12,1,1,0,1988/1/1,Moral Knowledge (Problems of Philosophy),,0,0,0,0,1,1.00,224,Unknown Binding,,0,0,Alan H. Goldman,,,,,,10,0,,
2313001,0517527278,At This Point in Rhyme,9780517527276,,,,ES,1976/11/17,Crown,,false,1,2313001,9,22,5,0,1976/11/17,At This Point in Rhyme,,3,1,1,0,0,4.40,93,Hardcover,,5,0,E.Y. Harburg,,,,,,3,0,,poetry
2313501,0687365880,Room in the Inn: Ways Congreg Can Help Homeless,9780687365883,,,,ES,1992/12/1,Abingdon Press,,false,1,2313501,8,13,3,2,1992/12/1,Room in the Inn,,1,2,0,0,0,4.33,110,Paperback,,3,2,Charles F. Strobel,,,,,,4,0,,"christian,social-issues"
2314001,0873481801,On Literature and Art,9780873481809,,,,ES,,,eng,false,3,184380,83,75,20,1,1972/1/1,On Literature and Art,,5,10,2,1,2,3.75,,hardback,,0,0,"Leon Trotsky,Paul N. Siegel",,,,,,50,1,3,"criticism,philosophy"
2314501,0945578059,"The Furniture of Charleston, 1680-1820",9780945578055,,,,ES,2003/1/1,Old Salem,,false,1,2314501,0,0,0,0,2003/3/1,"The Furniture of Charleston, 1680-1820 (The Frank L. Horton Series)",,0,0,0,0,0,0.00,3,Hardcover,,0,0,"Bradford L. Rauschenberg,John Bivins",,,,,,,0,,
2315001,0658003372,Zoomies And Friends (Zoomies Balloons Book Club),9780658003370,,,,ES,,,,false,2,2314995,0,0,0,0,,Zoomies and Friends,,0,0,0,0,0,0.00,,,,0,0,Kiki Kaye,,,,,,,0,,
2315501,0813528356,The Bahá'í: The Religious Construction of a Global Identity,9780813528359,,,,ES,2000/8/1,Rutgers University Press,,false,3,2315502,6,8,2,0,2000/8/1,The Baha'i: The Religious Construction of a Global Identity,book,0,2,0,0,0,4.00,272,Hardcover,,0,0,Michael McMullen,,,,,,1,0,,
2316501,8171162312,Eye Witness Account on the Fall of the Sikh Empire,9788171162314,,,,ES,,,,false,1,2316501,5,2,1,0,1999/12/1,Eye Witness Account on the Fall of the Sikh Empire,,0,0,0,1,0,2.00,,,,1,0,Alexander Gardner,,,,,,4,1,,"history,non-fiction"
2317001,1891197223,Sanaa: Recent Work,9781891197222,,,,ES,2003/9/1,University of Michigan Press,,false,1,2317001,0,0,0,0,2003/9/1,Sanaa: Recent Work,,0,0,0,0,0,0.00,72,Paperback,,0,0,Doug Kelbaugh,,,,,,,0,,
2317501,0613864832,El Juguete Rabioso,9780613864831,,,,ES,1996/12/1,Turtleback Books,,false,94,214703,6036,12711,3389,149,1926/1/1,El juguete rabioso,book,828,1298,934,248,81,3.75,,Hardcover,,0,0,Roberto Arlt,,,,,,2088,12,70,"adult,classics,college,contemporary,drama,fiction,literature,novels,realistic-fiction,school"
2318001,9997490223,Sing Mother Goose,9789997490223,,,,ES,,,,false,1,2318001,124,152,43,15,1945/1/1,Sing Mother Goose,book,6,14,20,3,0,3.53,102,,,43,15,Opal Wheeler,Marjorie Torrey,,,,,69,6,,"art,childrens,music,picture-books,poetry"
2318501,342687234X,Wie Die Dinge Sind,9783426872345,,,,ES,2004/1/1,Knaur ,ger,false,18,344121,858,1789,432,17,,,book,215,108,72,29,8,4.14,202,Paperback,,37,1,Lama Ole Nydahl,,,,,,286,3,61,"fantasy,fiction,history,non-fiction,personal-development,philosophy,religion,spirituality,unfinished"
2319001,1421515318,"Golgo 13, Vol. 13: Flagburner (Golgo 13)",9781421515311,,,,ES,2008/2/19,VIZ Media LLC,,false,1,2319001,52,95,22,0,2008/2/19,"Golgo 13, Vol. 13 (Golgo 13)",book,10,10,1,1,0,4.32,192,Paperback,,22,0,,,,,,,23,2,1,"action,adventure,comics,crime,manga"
2319501,0534620434,Chemistry 3221 University Of Houston (Brooks/Cole Laboratory Series),9780534620431,,,,ES,,,,false,1,2319501,0,0,0,0,,Chemistry 3221 University of Houston (Brooks/Cole Laboratory Series),,0,0,0,0,0,0.00,,,,0,0,Joe Jeffers,,,,,,,0,,
2320001,1919734554,New York: Mighty Marvellous Little Books,9781919734552,,,,ES,2002/9/1,Gerald & Marc Hoberman Collection,,false,3,1352107,11,17,4,1,2001/8/27,New York,book,2,1,1,0,0,4.25,80,Hardcover,,0,0,"Gerald Hoberman,Marc  Hoberman,Ray Furse",,,,,,2,0,,"non-fiction,travel"
2320501,0877736782,The Heart Of Relationship,9780877736783,,,,ES,1992/6/30,Shambhala Lion Editions,,false,1,2320501,5,4,1,0,1992/6/30,The Heart Of Relationship,,0,1,0,0,0,4.00,,Audio Cassette,,1,0,"Ondrea Levine,Stephen Levine",,,,,,4,0,,
2322001,0856611085,Long-Eared Bats,9780856611087,,,,ES,1998/1/1,T. & A. D. Poyser,,false,1,2322001,3,5,1,0,1998/5/1,Long-Eared Bats (T & a D Poyser Natural History),,1,0,0,0,0,5.00,182,Hardcover,,1,0,Susan M. Swift,,,,,,1,0,,science
2322501,0965809072,Fast Food Companion: Selection Information for Nearly 950 Foods at 27 Restaurants,9780965809078,,,,ES,,,,false,1,2322501,4,0,0,0,1997/7/1,Fast Food Companion: Selection Information for Nearly 950 Foods at 27 Restaurants,,0,0,0,0,0,0.00,,,,0,0,Weight Watchers,,,,,,2,0,,
2323001,9879605411,Cuentos Para Encontrarnos,9789879605417,,,,ES,,,,false,1,2323001,0,0,0,0,,Cuentos Para Encontrarnos,,0,0,0,0,0,0.00,,,,0,0,Eduardo Perez Dal Lago,,,,,,,0,,
2323501,0738861383,Boathouse Days: Inwood-On-Hudson in the 1930s,9780738861388,,,,ES,2001/12/1,Xlibris Corporation,,false,2,2323501,0,0,0,0,2001/12/1,Boathouse Days: Inwood-On-Hudson in the 1930s,,0,0,0,0,0,0.00,220,Hardcover,,0,0,Richard Emery Roberts,,,,,,,0,,
2324001,1931697728,"The Cost of Credit: Regulation, Preemption, and Industry Abuses",9781931697729,,,,ES,2005/12/31,National Consumer Law Center,,false,1,2324001,0,0,0,0,2005/6/30,"Cost of Credit: Regulation, Preemption, And Industry Abuses",,0,0,0,0,0,0.00,1030,Paperback,,0,0,Kathleen E. Keest,,,,,,,0,,
2325001,1574903349,"Helen Hath No Fury (Amanda Pepper, #10)",9781574903348,,,,ES,,,,false,11,275592,462,938,260,29,2000/1/1,Helen Hath No Fury,book,44,93,102,19,2,3.61,,,Large Print,0,0,Gillian Roberts,,,,,,97,3,6,"american,contemporary,cozy-mystery,crime,fiction,high-school,humor,mystery,mystery-thriller"
2325501,4063259684,のだめカンタービレ (1),9784063259681,,,,ES,2002/1/8,Kōdansha,jpn,false,12,1261277,8266,24868,5948,138,2002/1/8,のだめカンタービレ 1,book,2975,1635,914,287,137,4.18,184,,,14,0,Tomoko Ninomiya,,,,,,2046,47,17,"comedy,comics,contemporary,drama,fiction,funny,graphic-novels,humor,love,manga,music,romance,young-adult"
2326001,0750310057,Modeling Fluctuations in Scattered Waves,9780750310055,,,,ES,2006/6/19,CRC Press,,false,1,2326001,2,7,2,0,2006/6/19,Modeling Fluctuations in Scattered Waves,,0,1,1,0,0,3.50,313,Hardcover,,2,0,Eric Jakeman,,,,,,-1,0,,
2326501,1891165135,Just the Family,9781891165139,,,,ES,,,,false,1,2326501,0,0,0,0,,Just the Family: A Novel,,0,0,0,0,0,0.00,,,,0,0,Rhoda Bell Unanaowo,,,,,,,0,,
2328001,0704350378,A Compass for the Sunflower,9780704350373,,,,ES,1991/2/1,Women's Press (UK),,false,1,2328001,23,27,7,1,1990/6/1,A Compass for the Sunflower,book,3,2,1,0,1,3.86,119,Hardcover,,7,1,Liana Badr,,,,,,14,0,,literature
2329001,1418014117,Residential Integrator's Project Management [With CDROM],9781418014117,,,,ES,,,,false,1,2329001,0,0,0,0,2006/8/17,Residential Integrator's Project Management (Residential Integration Series),,0,0,0,0,0,0.00,,,,0,0,Todd B. Adams,,,,,,,0,,
2329501,067940287X,Life is Too Short (LP) (Random House Large Print),9780679402879,,,,ES,1991/4/16,Random House Large Print,,false,1,2329501,1,0,0,0,1991/4/16,Life is Too Short (LP) (Random House Large Print),,0,0,0,0,0,0.00,544,Hardcover,Large Print,0,0,Bob Kaiser,,,,,,1,0,,biography
2330501,0140161813,The New House,9780140161816,,,,ES,1988/2/2,Penguin Books,,false,5,1786581,528,602,147,24,1936/1/1,,book,47,71,25,4,0,4.10,319,Paperback,,4,2,Lettice Cooper,,,,,,337,8,2,"classics,feminism,fiction,literary-fiction,realistic-fiction"
2331501,3426613212,Wo Träume im Wind verwehen,9783426613214,,,,ES,2002/1/1,Droemer Knaur,ger,false,20,297220,12980,22016,5598,181,2001/5/29,Firefly Beach,book,1757,2126,1391,230,94,3.93,462,Paperback,,1,0,Luanne Rice,,,,,,1577,30,152,"adult,adult-fiction,chick-lit,contemporary,drama,family,fiction,love,mystery,romance"
2332001,0670061395,Up Close: John Steinbeck (Up Close),9780670061396,,,,ES,2008/1/10,Viking Juvenile,,false,8,2332001,74,128,35,4,2008/1/1,Up Close: John Steinbeck (Up Close),,8,11,12,4,0,3.66,208,Hardcover,,34,4,Milton Meltzer,,,,,,30,2,2,"biography,non-fiction,writing,young-adult"
2332501,8817844020,La Politica E I Maghi,9788817844024,,,,ES,,,,false,1,2332501,3,2,1,0,,La politica e i maghi,,0,0,0,1,0,2.00,,,,1,0,Giorgio Galli,,,,,,1,0,,
2333001,1845960041,Girls Just Want to Have Fun: True Stories of Irish Women on Drugs,9781845960049,,,,ES,2010/3/1,Mainstream Publishing,,false,1,2333001,7,0,0,0,2005/12/27,Girls Just Want To Have Fun: True Stories of Drug Addiction in Ireland,,0,0,0,0,0,0.00,192,Paperback,,0,0,,,,Neville Thompson,,,7,0,,
2334001,0072296909,Instructor's and solutions manual to accompany vector mechanics for engineers: Statistics,9780072296907,,,,ES,1998/1/1,McGraw-Hill Co,,false,1,2334001,4,0,0,0,1998/1/1,Instructor's and solutions manual to accompany vector mechanics for engineers: Statics,,0,0,0,0,0,0.00,476,Unknown Binding,,0,0,Ferdinand P. Beer,,,,,,1,0,,
2334501,1559352817,Black Coffee,9781559352819,,,,ES,1998/8/1,Soundelux Audio Publishing,,false,102,16352,22688,41009,11799,767,1998/1/1,Black Coffee,book,2017,3551,4539,1411,281,3.48,,Audiobook,,15,6,Agatha Christie,,,,,,7081,73,342,"adult,adult-fiction,british-literature,classics,cozy-mystery,crime,detective,fiction,historical,historical-fiction,murder-mystery,mystery,mystery-thriller,novels,plays,suspense,thriller"
2335001,8424142845,Granada,9788424142841,,,,ES,1978/1/1,Everest,,false,2,2335001,11,14,4,0,1974/1/1,Granada (Coleccion Guias Everest),,1,2,0,0,1,3.50,206,,,4,0,Luis Seco de Lucena Paredes,,,,,,6,0,,
2336001,1882943120,"And Not a Penny More (Bay Tanner, #2)",9781882943128,,,,ES,,,,false,5,1003861,456,1116,280,20,2002/1/1,And Not A Penny More: A Bay Tanner Mystery,book,83,124,61,10,2,3.99,,,,10,1,Kathryn R. Wall,,,,,,90,4,8,"crime,family,fiction,mystery,mystery-thriller"
2336501,071367573X,Reeds VHF/DSC Handbook,9780713675733,,,,ES,2006/3/31,Adlard Coles Nautical,,false,8,2336501,9,8,2,0,2003/6/1,Reeds VHF/DSC Handbook,,0,2,0,0,0,4.00,160,Paperback,,0,0,Sue Fletcher,,,,,,1,0,2,
2337501,1434205142,Quarterback Sneak,9781434205148,,,,ES,2008/1/1,Stone Arch Books,,false,5,2337501,267,539,130,9,2008/1/1,Quarterback Sneak (Impact Books),book,68,28,23,7,4,4.15,63,Paperback,,113,7,"Bob Temple,Jake Maddox",,,,,,55,5,13,"realistic-fiction,short-stories,sports"
2338001,0893818739,Stillpoint: Dance Photographs,9780893818739,,,,ES,1999/9/1,Aperture,,false,1,2338001,5,12,3,0,1999/9/1,Still Point: Dance Photographs,,1,1,1,0,0,4.00,96,Hardcover,,3,0,"Ronald Compton,Ronald Compton",,,,,,1,0,,art
2338501,0750680636,Sustainable Living: The Role of Whole Life Costs and Values,9780750680639,,,,ES,2007/10/1,Routledge,,false,2,2338501,16,11,3,1,2007/10/28,Sustainable Living: the Role of Whole Life Costs and Values,,1,1,0,1,0,3.67,233,Paperback,,3,1,"Brenda Vale,Robert Vale",,,,,,10,0,1,
2339501,0749538155,"AA Street by Street: Luton, Dunstable, Barton-Le-Clay, Harpenden, Redbourn, Todd",9780749538156,,,,ES,2003/7/1,Aa Publishing,,false,2,2339501,0,0,0,0,,,,0,0,0,0,0,0.00,92,Paperback,,0,0,A.A. Publishing,,,,,,,0,,
2340001,0862091535,Flowers for the Church Year,9780862091538,,,,ES,1991/5/1,Kevin Mayhew Ltd,,false,1,2340001,0,0,0,0,1991/5/1,Flowers for the Church Year,,0,0,0,0,0,0.00,64,Paperback,,0,0,Susan Sayers,,,,,,,0,,
2340501,1402054815,"Viscosity of Liquids: Theory, Estimation, Experiment, and Data",9781402054815,,,,ES,2006/11/30,Springer,,false,4,7795443,2,0,0,0,2006/12/19,,,0,0,0,0,0,0.00,660,Hardcover,,0,0,"Dabir S. Viswanath,Tushar K. Ghosh",,,,,,2,0,,
2341001,1562291254,Sex and Relationships,9781562291259,,,,ES,1998/11/1,Pneuma Life Publishing,,false,1,2341001,42,5,2,0,1998/11/1,Sex and Relationships,,0,1,0,0,1,2.50,,Paperback,,2,0,"David Burrows,Myles Munroe",,,,,,40,0,1,
2341501,091610365X,Food & Wine Magazine's 2001 Cookbook: An Entire Year's Recipes,9780916103651,,,,ES,2001/6/30,American Express Food & Wine Magazine Corporation,,false,1,2341501,19,33,8,0,2001/6/30,Food & Wine Magazine's 2001 Cookbook: An Entire Year's Recipes,,2,5,1,0,0,4.12,440,Hardcover,,8,0,,,,Judith Hill,,,6,0,,cookbooks
2342001,1852843853,Walking in the Dolomites,9781852843854,,,,ES,2010/1/1,Cicerone Press,,false,4,2342001,33,70,18,2,2001/9/28,Cicedrone Walking in the Dolomites: 28 Multi-Day Routes (Cicerone Guide),,5,8,3,2,0,3.89,251,Paperback,,15,2,Gillian Price,,,,,,10,1,,travel
2342501,0745180302,Vengeance Valley,9780745180304,,,,ES,1991/1/1,Chivers Press,,false,3,2342501,3,3,1,0,1979/1/1,,,0,0,1,0,0,3.00,318,Hardcover,,1,0,Allan Appel,,,,,,1,0,,
2343001,0122208560,Bioprocess Engineering Principles,9780122208560,,,,ES,1995/5/25,Academic Press,,false,7,2343001,88,94,26,3,1995/1/1,Bioprocess Engineering Principles,,6,9,7,3,1,3.62,439,Paperback,,17,3,Pauline M. Doran,,,,,,48,0,7,textbooks
2343501,0136848044,Policy and Management in Special Education,9780136848042,,,,ES,,,,false,1,2343501,0,0,0,0,1985/11/1,Policy and Management in Special Education,,0,0,0,0,0,0.00,,,,0,0,"Daniel D. Sage,Leonard C. Burrello",,,,,,,0,,
2344001,0876858906,Counting Myself Lucky Selected Poems 1963-1992,9780876858905,,,,ES,1992/10/1,Black Sparrow Press,eng,false,3,2344001,43,90,22,4,1992/1/1,Counting Myself Lucky Selected Poems 1963-1992,book,13,3,3,1,2,4.09,307,Paperback,,21,4,Edward Field,,,,,,16,0,,"poetry,queer"
2344501,1852915536,Back Page United,9781852915537,,,,ES,1994/1/1,Queen Anne Press,eng,false,3,2344501,9,19,6,1,1990/1/1,Back Page United,book,0,2,3,1,0,3.17,224,Paperback,,3,1,Stephen F. Kelly,,,,,,,0,,non-fiction
2345001,3593371839,"Firmenjäger. Wie Raider Unternehmen Kaufen, Zerschlagen, Verschachern",9783593371832,,,,ES,,,,false,1,2345001,4,9,3,0,2003/1/1,"Firmenjäger. Wie Raider Unternehmen kaufen, zerschlagen, verschachern.",book,0,0,3,0,0,3.00,264,,,3,0,Hans Sedlmaier,,,,,,,0,,non-fiction
2345501,0375923578,Patriots in Petticoats: Heroines of the American Revolution,9780375923579,,,,ES,2004/1/27,Random House Books for Young Readers,,false,5,1217992,108,152,43,11,2004/1/27,Patriots in Petticoats: Heroines of the American Revolution,book,7,13,19,4,0,3.53,144,Library Binding,,4,1,Shirley Raye Redmond,,,,,,42,7,1,"american-history,biography,chapter-books,childrens,historical,history,juvenile,middle-grade,non-fiction"
2346001,026211156X,The Age of Diminished Expectations: U.S. Economic Policy in the 1990s,9780262111560,,,,ES,1990/9/1,MIT Press (MA),,false,10,1295541,380,541,141,7,1990/1/1,The Age of Diminished Expectations: U.S. Economic Policy in the 1990s,book,37,55,39,9,1,3.84,204,Hardcover,,2,1,Paul Krugman,,,,,,165,7,3,"academic,economics,history,non-fiction,politics,school"
